Site	Ecoregion	Province	Realm	Habitat	Depth	Date	CLASS	ORDER	FAMILY	GENUS	Taxa	Abun	Dimensions	Method	Source
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	12/02/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	15/03/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	20/08/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	22/11/2005	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	17/02/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	19/03/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
O Portiño	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	19	30/11/2006	NA	NA	NA	NA	NA	0	100	Transect	Pita-2018 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	03/09/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	13/09/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	06/10/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	17/10/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	14/11/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	01/12/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	18/12/2003	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	03/01/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	07/02/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	10/03/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	20/03/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	04/04/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	19/04/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	01/05/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	23/05/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	10/06/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	30/06/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	06/07/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	16/07/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	16/08/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Skovshoved Harbour	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Artificial	4	30/08/2004	NA	NA	NA	NA	NA	0	800	Transect	Sigsgaard-2017 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	21/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	22/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	23/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	24/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	25/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	26/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	27/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	28/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	29/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	30/09/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	01/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	02/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	03/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	04/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	05/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Utgrunden 2	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	06/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Reference Area	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	07/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Reference Area	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	08/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Reference Area	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	09/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Reference Area	Baltic Sea	Northern European Seas	Temperate Northern Atlantic	Sandy	20	10/10/2003	NA	NA	NA	NA	NA	0	20	Transect	Andersson-2007 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	09/06/1997	Elasmobranchii	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis pastinaca	1	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	10/06/1997	Elasmobranchii	Myliobatiformes	Dasyatidae	Taeniura	Taeniura grabata	1	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	11/06/1997	Elasmobranchii	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis aquila	1	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	12/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	13/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	14/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	15/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	16/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	17/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	18/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	19/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	20/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	21/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	22/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	23/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	24/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	25/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	26/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	27/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	28/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	29/06/1997	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	01/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	02/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	03/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	04/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	05/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	06/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	07/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	08/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	09/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	10/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	11/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	12/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	13/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	14/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	15/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	16/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	17/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	18/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	19/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	20/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	21/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	22/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	23/03/1998	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	09/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	10/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	11/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	12/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	13/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	14/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	15/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	16/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	17/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	18/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	19/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	20/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	21/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
Caneiro dos Meros	Azores	Lusitanian	Temperate Northern Atlantic	Reef	40	22/08/1999	NA	NA	NA	NA	NA	0	250	Transect	Afonso-2018 
